Review,Sentiment
Need more,Neutral
"It's good smartphone in it's budget. The box also included charging cable and adapter which charges phone superfast. No need to buy externally. Also includes cover. I also used oneplus 5T before , it's same phone . This phone is less in camera and snapdragon . Otherwise it's good.",Positive
This is extremely perfomance product,Neutral
Good mobile phone.,Positive
Awesome product oneplus is latest brand I'm so happy,Positive
Excellent product with this price,Positive
Super product safety package Tq,Positive
"Awesome, satisfied",Positive
Very good phone in this range.,Positive
Unlimited product of lower rate good quality,Positive
Build Quality Smooth and Camera and battery  good.,Positive
Very nice product like,Positive
Nice buy ...,Positive
High likely OnePlus,Neutral
Nice phone camera quality is also good thank you flipkart,Positive
Received today. The packaging was good. Charging rate was fast. Thanks Flipkart,Positive
Perfect phone . Very good battery . Good performance,Positive
Good product in mid budget,Positive
Best for segment price and qwality wise,Positive
Balanced phone in mid range budget,Neutral
Nice  one plus mobile  i am happy,Positive
Amazing phone thanks to flipkart,Positive
Very fantastic,Positive
Avengers product,Neutral
Phone hangs a lot,Neutral
"Very bad performance, don't buy, after 15 days started hanging, automatic off, caller voice also not heard, very bad",Negative
Bast,Neutral
The phone gets hot if we use it for half an hour. Battery backup is the worst.,Negative
Price based quality is better,Positive
Very sallow,Neutral
Superb Mobile,Positive
buying a phone from flipkart is very bad Experience phone is not what looking in website and we are not able to return because of open delivery policy my family member received the phone letter on i have examin the phone it is a very bad disign and not upto mark what showing in website.,Negative
Good product...I love oneplus,Positive
Some apps are unable to open after using one month. UPI apps are not functioning and not happy with this product.,Negative
One of best phone of this price,Positive
Slowest phone,Neutral
amazing in this price range !,Positive
Veery good,Positive
Not good waste of money,Neutral
"The network is not stable, it always shifts from 5G to 4G, and the internet stops workingthe charging is very slow",Negative
Good but may be better,Positive
Average quality smartphone.,Neutral
"Camera and Sound quality is good, battery life is avarage, If anyone purchase OnePlus then it's a avarage phone... I think realme or Vivo is batter in this price.",Positive
Not good camera quality is very poor,Negative
Lovely phones,Positive
Good one in budget friendly,Positive
Product is good but not charger original charger is bad quality,Negative
The built quality and the camera could have been better.,Positive
This phone other phone is best quality and per,Positive
"Worthablr, super picture quality must buy",Positive
Touch is not working properly as I have bought this phone just before two months ago,Neutral
Excellent mobile on very low budget,Positive
Not good at this price,Negative
This item are not so good,Negative
Value for money.....,Positive
Good producted,Positive
Charger and cable miss,Negative
Superb mobile camera quality excellent,Positive
Looking good phoneWith good price range,Positive
Best product you can purchase easily.,Positive
Good phone under 16k,Positive
"Good product, Camer",Positive
It have display flickering problem,Negative
Over heating and worst camera performance and quality,Negative
Degin and battery very Good,Positive
"Phone is greatBut processor is old according to the priceElsewhere if you need this phone your parents, it's great but I don't prefer for the heavy use...",Positive
Best price for this product,Positive
very nice phone 1+,Positive
Very good very good design  and cost  less  Best   camera  and portable,Positive
Worst camera quality and battery issue. Don't buy this mobile..,Negative
This is a value for money phone in the under 20K segment where you get a good brand a good processor and a well built phone.Also one plus promises 2 os updates.Definitely recommend this.,Positive
Best purchase... thank u Flipkart,Positive
Best product in this price range i love it,Positive
Nice looking amazing performance camera best quality AI feature included,Positive
Very nice mobile phone,Positive
Outstanding performance.,Positive
Nice.. performance is quite satisfying,Positive
Every thing is good but I think battery is not good .after using it with internet on it's draining too fast compare to other phone,Negative
No sim card is working in this phone,Negative
Phone is so good lucking,Positive
Overall good and value for money mobile,Positive
Decent product,Neutral
Overall excellent,Positive
It has a 5g network issue,Neutral
Awesome mobile.,Positive
As per my expectations,Neutral
Good and health,Positive
Personaly use for a good choice and but gaming experience to manage lite snapdragon 695 processor basically genuine features this mobile,Positive
Awesome product with wonderful features,Positive
Very very good product thanks a lot many time for this team Flipkart and team oneplus love your,Positive
Good set now a time,Positive
"Pros=====Camera is good .Performance is good.Battery is ok.Design is good.------------------Cons=====Display size is small looks little small in Big hand,that should be little big as per this prize range",Positive
Not worth price..at the same cost other mobiles are coming with bigger screens. All the icons arranged in a single page making it cumbersome to scroll through the icons...non returnable is another set back from Flipkart..overall.not much satisfied with the product,Positive
Very Nice...... Best phone according to price,Positive
Network very slow and poor not connected to 5G,Negative
The divice is value for money' all quality are good for the divice so if you purchase then you are not complent about the divice,Positive
One of the best product,Positive
I liked it very much,Positive
Awesome experience with one plus nord And good service,Positive
nice phn in this range,Positive
Over all good at this budget.,Positive
Nice product good camera,Positive
excellent performance,Positive
Worth every single penny....... thanks 1+ and thanks for flipkart for secure package..,Positive
Great phone this price and this is budget phone,Positive
"CAMERA :- Video record 1080p , 30fps",Neutral
All in all it's a good phone for the money,Positive
V good....,Positive
Average display,Neutral
This product is not good for smooth functioning,Negative
Good m,Positive
I'm writing this review after 4 months of using it.1. The first thing is performance. I am not satisfied with the performance as per spec.  Running very slow and sometimes it's hanging when multitasking.2. The camera also is not that level. It's a average camera.3. The battery also served a full day only for gaming. Otherwise max 1.5 day but you can't go office with half charged.4. The display also everage not looks amoled.As per overall performance the price of the product should not ...READ MORE,Negative
Better prise this range one+ camera. battery.90 waat fast charger. Including charger. Type c wair.sim injection pin.mob cover all assesirory box think you Flipcart,Positive
Bed product  for  flipkartI can't aspirated this product to flipkartWeri  disappointed flipkart,Negative
It's a lovely phobe in this price range..must buy product,Positive
Nice mobile value of money,Positive
"The smartphone features a 50MP primary camera with the Sony LYT-600 sensor and Optical Image Stabilization (OIS), enhancing low-light photography and overall image clarity. The OnePlus Nord CE4 Lite 5G is a solid choice for users seeking a budget-friendly smartphone with a robust battery",Positive
This phone turned out to be better than I had thought for this much money,Positive
Delivered on the exact date. The design is very classy and looks expensive. Performance is good.,Positive
Supperbbb,Neutral
Excellent phoneAmazing and super product,Positive
Nice phone.I took it for my dad and he is quite satisfied.,Positive
Super nice work king,Positive
thanks good product,Positive
"Need to charge a two times in 24hrs, camera quality is not good.",Negative
"Preused Phone. Never buy electronics from this FlipCart. Even after letting them know that it is a used phone, they are making me loiter here and there to escalate my case. Not thinking about Customer.phone order on 23rd April 2025 but it is found that phone is activated already by somebody else on 16th April 2025. The delivery guy will open the seal in front of you as if it is new. Be aware.",Neutral
"Though the processor is old compare to other devices. I am an average phone user. I looked for only specific specifications. And I liked among them are1. 5500 mah battery, lasts upto 36 hours2. Charging adapter, which doesn't have others.3. Clean UI4. Good display5. Headphone jack pointAdditionally, the one which amazed me is the dual speaker. It is quite loud and crisp.Good budget phone. I got it in around 16k.",Positive
Awesome so beautiful colour battery backup goodCamera quality so look,Positive
Superb Phone in this range,Positive
Best quality pho,Positive
"The phone is working very well, smooth and the camera is very good and the battery is also working very well, everything is very good",Positive
Product is Too good For my thinking . Feature like much better then Old phone,Positive
Hanging issues,Neutral
Good Product.Battery and over all performance good.,Positive
Must produ,Neutral
This is perfect phone for multitasking the battery of this phone is very good. 100%to 60%  drain after 3hours usage.,Positive
Late delivery by flipkart.Mobile heating during and after charging.,Neutral
Super nice,Positive
Excellent as my honest opinion,Positive
Picture Quality,Neutral
Camera quality poor ...,Negative
Go for it.,Neutral
Too week battry,Neutral
Nyce product,Neutral
Awesome product really good,Positive
Toooo much good,Positive
Volume keys not working,Neutral
I am requesting new buyers don't buy this product because the camera quality is not good it has 50MP camera but photo quality looks like 8MP and battery also not good as expected.,Negative
Phone is good and working properly,Positive
A little upgrade needed in chipsetBt overall the mobile is absolute master in this price,Neutral
Normal phone that is ok !,Positive
AwesomeGood product,Neutral
Best phone on Flipkart,Positive
The fingerprint sensor doesn't work properly.,Neutral
Love this pr,Positive
I loved it This phone is awesomeKiller look's,Positive
This is amazing product  I am happy,Positive
This is very nice product.,Positive
good Camera,Positive
Indian boys first choice *ONE_PLUS*ALL GGOODE,Neutral
Fon is very good,Positive
Excellent phone. Thank u flipkart,Positive
Don't buy very bad camera quality p,Positive
Brand new,Neutral
After all a chinese phone. Build quality is not good.,Negative
Nice mobile in this price quality is too good looking views superb performance views exlent  Flipkart you are awesome,Positive
Good but not satisfied,Negative
Ok normal use,Positive
Bad wo,Negative
Osm phone overall good 10 on 8,Positive
Mobile getting heatingDon't buy this mobileWaste of moneyYou can get super mobile with this price,Positive
Very nice thank flipkart,Positive
Phone gets switched off every two hours despite fully charged. Camera also freezes at times. Waste of money.,Negative
Wow thanks flipkart,Positive
Nice mobile camera supper glossy back panel,Positive
Very 9ce and Smooth phone,Neutral
"Its a good deviceUser friendly , go for it instead of other brands",Positive
Grate value for money,Positive
OnePlus is always rock.....Thank you oneplus for giving me this smart best phone Thanks a lot,Positive
super phone,Positive
"I bought this last week, till now it's doing well. I don't know about camera",Positive
Phone is lagging..I don't know why but its always stuck while normal gaming.,Negative
"Very good, exactly as shown.",Positive
"Today only I received this phone, and very disappointed with camera. also it's heating frequently. Not a good purchase didn't expect this from OnePlus",Negative
Nice product 1+ is rocking,Positive
Very nice product .,Positive
This is a best smart phone,Positive
It's a very comfortable mobile and working is very comfortably .,Positive
Heating,Neutral
Camera quality bad,Negative
Best product and delivery by Flipkart best mobile in best budget,Positive
Thankyou one plus,Neutral
Its good,Positive
Exactly,Neutral
"Do not buy this phone , overheating problem,it may be blast due to overheating.",Neutral
nice i am use this phone very nice battery helth and more,Positive
Nice phone in 10'000,Positive
Best class,Positive
Plain line on display within 15 days,Neutral
Love this product thanks Flipkart,Positive
Good but screen process average,Positive
Purchase it without any worry it's the best product for its price and I am giving this review after several months so you can rest assured and buy it trust me it very good,Positive
"Product is good, value for money and Battery backup is good and relief for the again and again charging.",Positive
Value for moneyGood,Positive
VERY GOOD,Positive
"I've been using the phone for almost a month now and so far have no complaints. It has good battery life, is lightweight, and functions smoothly. The camera takes good pictures even when not using the 108MP lens. Of course, the 108MP lens gives the best pictures, but one has to switch over to the high-definition lens in order to use it.",Positive
Overall the product is very amazing and works very much smooth,Positive
Aall about near the ok,Positive
So good this phone,Positive
Best phn everything is excellent,Positive
Quality is not satisfactory,Negative
Osm product value for,Positive
Saund butten Up daun not properly working,Neutral
Good luking phone,Positive
Not working speedly,Neutral
Good one product,Positive
Nice purchase..,Positive
Not functioning properly waste,Positive
Better than expected,Positive
Yes excellent product,Positive
This product are goo,Neutral
Phone is hanging when we use multiple apps running,Neutral
Hanging issue. Software not smoother like oxygen,Negative
So good phone one plus,Positive
Best mobile in this segment,Positive
Thank you flipkart.its really very good phone.i like it too much,Positive
Finger censer not god work,Negative
I'm so happy with this phone... Camera awesome... Battery Backup good.,Positive
Battery not good as compare ce3 lite,Negative
Good mobile in reasonable,Positive
Overall Good,Positive
Design very goodBattery performance also goodCamera quality is good,Positive
"Waste phone in my life. I have been using smart phone since 20 years which was manufactured by samsung, motorola, nokia and mi. Which gave life for 2 to 3 years.But one plus is waste, after purchase I seen battery life was only 4 hours, finger print sensor not working within a week.There is no service centre near by. Recommend not to purchase one plus again. Waste of money",Negative
Not good product,Negative
Very best phone,Positive
Very third class product.... Every time hang hang hang low quality PC's,Negative
The product description is good. All is well..  Rating 5/5,Positive
Go on ... Perfect,Positive
Nice product and good quality and smooth delivery,Positive
All its ok but battery back up not good,Negative
Vlu money nice phone,Positive
Good at price range,Positive
"Worst product I ever purchased don't buy, too laging issues",Negative
this mobile is good Performance,Positive
This colour is not attractive,Negative
Normal hinging problem,Negative
Video  coll not    good,Negative
Thes phone good,Positive
Phone hanging issue,Neutral
Product is good I'm happy to buy this product,Positive
"Good device in this price range , little bit not happy with display but overall device is good for regular general use",Positive
Superb Mobile... super camera quality...very smooth and weight less mobile..... Thank you Flipkart,Positive
Good quality. thank you for Flipkart.Good product. I'm so happy,Positive
Very good superb,Positive
Very nice item,Positive
"Very slow at using the phonepe, camera clarity and settings very bad.Photo edit options not working. Don't buy OnePlus phone.",Positive
GOOD PRODUCT WITH GREAT SPECIFICATIONS..,Positive
"Using the phone for last 5months. It's my first oneplus phone, previously I had Redmi note 8 pro.Totally unsatisfied with this oneplus phone's performance,It takes time to call a person from the dialer, I have to press few times before it dials the number. Again on clicking the dialer, it takes time to show the names against the numbers!!Other apps response is also slow, although this phone's hardware configuration is much better than Redmi note 8 pro. I had more than 100s apps installed ...READ MORE",Positive
Very nice phone in this price,Positive
Helpful,Positive
Always all products I like one plus,Positive
Performance and camara is a good,Positive
Very Good Phone,Positive
Delightful purchase.,Positive
Not as good as I thought Camera is also not very good Poor photo quality Not good,Negative
Don't take guysCamera quality is not good..,Negative
Every thing is fine,Positive
Hi iam joynul abedin mobile  good,Positive
Working very nicely,Positive
Good product  at this price segment,Positive
Bad camera,Negative
Good phone for normal users,Positive
Good handset,Positive
Excellent performance this product,Positive
Bluetooth problem and camera very bad,Negative
Very good display,Positive
Valuable product,Positive
internet is too slow but in same place( why 8/128)Redmi note is best as compared to this high range phone (4/64)very bad experience.....,Positive
Not happy with performance,Negative
Nice phone one plus,Positive
Worst camera I ever seen in this range of phone,Negative
Good price Good product delivery,Positive
Mobile not good for used,Negative
Camera quality is bad,Negative
Very nice Battery camera OP N CE4,Positive
Very slow process,Neutral
Very very nice product thank you flipkart,Positive
Better Experience,Positive
camera not good,Negative
Good quality and comra,Positive
Just better performance and yet. Is good,Positive
"A basic mobile phone good for calls and basic apps.If you are looking for good camera or some other high end featues, you can try some other mobiles.",Positive
Bad site flipkart,Negative
Bad mobile..Not a finger print lockCamera bd quality,Negative
This products is very good and battery performance slow,Positive
Love oneplus,Positive
Battery is not stable,Negative
Improve camera,Positive
Nice but the heating issue and the system gets lack most of the times. Needed to fixed it as soon as possible.,Negative
"Been using this phone for a month now, brilliant performance, camera is good for the price range. This is a good buy",Positive
Worst camera in this price range don't buy if you looking for decent camera and a little bit of gaming there are other better option on this price range,Negative
Good value,Positive
Rate worth  mobile,Positive
Mobile hanging mobile too much hanging,Neutral
Good lock,Positive
Best Camera for MI userGreat design..Very Light weight for MI userNever buy MI phones... Go for onePlus,Positive
Camera one month may kharab,Neutral
Nice phone and good,Positive
Nec products,Neutral
Thanku so much filpk,Neutral
Very good phone amazing,Positive
Osm Mobile thanks flipkart,Positive
Performance and Camera  Disappointed,Negative
One plus mobile camera and display good.,Positive
Nice phone but processor is cheap according to price.,Positive
One plus Worsted Mobile Ever,Neutral
Very beautiful phone and cool design  tn,Positive
Nyc look,Neutral
Wroking slowBut good,Positive
Nice choice.,Positive
Best no.1 qualityThank you Flipkart,Positive
Shandar product h. OnePlus Nord CE 4l lite mobile,Neutral
Good phone for normal use,Positive
All thing is good definitely buy,Positive
Expected better quality,Positive
"Very good product, value for money",Positive
Nic phone...Light weight,Neutral
Wonderful product good camera quality,Positive
Nice product go for it,Positive
No 1 worst product,Positive
"after using it for 2 days... excellent phone at this price range... if you have money dont buy motorola, oppo, or any other... buy one plus",Positive
Owsm product,Neutral
Very poor camra performance,Negative
Very Very Thank You Flipkart,Positive
Bestttt price...best look...must buy ..10/10,Neutral
Best performance Tha Looking Phone,Positive
Nice buy,Positive
Worst phone dont buy this,Negative
Very Good Product Thanks Flipkart,Positive
Super cool project mobile,Positive
Nice phone overall!!,Positive
Very nice phone battery backup much more as expected,Positive
Very smart mobile,Positive
Very bad camera quality don't buy,Negative
"Waste of money, not worth for money. Better to buy redmi note 14 pro plus.Touch not smooth, battery charge in 1 hour, feature difficult to understand, by default everything will link with Google account automatically.",Negative
Not internet speed,Neutral
Amazing device.. capture good pictures in night also.,Positive
"This is a good phone. The performance is excellent, and the camera is good. Overall the phone is good and affordable.",Positive
"Good Phone , for normal use it is ok , not for heavy task",Positive
Awesome acording to price,Positive
Camera quality extremely poor,Negative
Shelf was not working,Neutral
Colour not good,Negative
Amazing phone and nice camera,Positive
Not buy over night bettey drain problem cemra decent normal,Negative
Nice phone at this price. Smooth working experience.,Positive
Good in device,Positive
I am not happy because phone hanging many times with in 1Month of purchasing some times unable to attend incoming calls also touch is not that much good,Negative
"Camera quality is good, battery back up come for 48 hours, overall mobile is good",Positive
Just average,Neutral
Nice ph,Positive
Don't take this phone are  heating issue so much also not  good  performance waste of money,Neutral
just good,Positive
Almost perfect model I give 4.5 star,Positive
Good product.. budget phone..liked it,Positive
"Worst experience, Network issues. Delicates",Negative
Love It,Positive
Nisc phone,Neutral
Everything is good except battery drain problem. Screen time max 7 hours with Data on . Fast charging is good.,Positive
Ok done,Positive
Display is not working,Neutral
Software is not good.........,Negative
Perfect performance,Positive
really like that products,Positive
Everything is fine in this budget but the camera quality is low,Negative
"Best Phone , In this range",Positive
Betry pickup is not sufficient to use full day.,Neutral
Best qualityVery good,Positive
So hanging,Neutral
Very bad product do not bey it,Negative
Very good product in this price Iam so happy .must bye,Positive
Calls problem west phone,Negative
It hangs when call to be pickup and many time   when need to biomatric or pasward it hangs on useless device worst of money,Negative
Just Outstanding  I love it,Positive
Camera not ok..phone looks good,Negative
It's OK,Positive
One of the best phone ...,Positive
Nice looking ..,Positive
Worst product... don't bu,Negative
Nyc product thank u oneplus,Positive
Thanks Flipkart best camera best sound this model,Positive
Better than other mobile,Positive
Very lowest experience voice call not clear and internet problem software problem,Negative
Hanging problem and battery issue battery heat temp high,Negative
Camera quality needs to improve.Battery is okokSoftware performance is ok not to good,Negative
"Came in with good quality, tested it during the delivery. It has the phone cover, brick charger as well as the cable.",Positive
Nice productDelivered at time,Positive
Amazing  super,Positive
Good mobile..,Positive
Phone screen straight line is coming within 10 days,Positive
Good middle budget phone. Better than previous Nord lite phones.,Positive
My fast time one plus mobile phone  Osama mobile,Neutral
All  functions design good,Positive
Mobile is good,Positive
Mobile is good but camare is not good,Negative
"I had good impression on 1 plus. But my mobile quality is very poor in catching signal strength, connectivity, camera, over heating.Pl rectify asap",Positive
"This is the best and the cheapest smartphone of oneplus.this is very smoth.if u want to buy fhon for shooting so dont buy this.and u want to buy for ur work and battery,so ofcourse u buy it.Thank u",Positive
Mobile hanging problem.. network ok but calling problem,Negative
AwesomeThanks flipkart,Neutral
POOR QUALITY PRODUCT..,Negative
Superb quality of product,Positive
Lovely.,Positive
All is good but the camera is   average and battery service is very bad,Negative
Okkkkk,Neutral
Very nuce,Neutral
The quality of the camera is not satisfactory,Negative
Super ni,Positive
Nice productsCamera perfect,Positive
"Phone is good, performance and quality are awesome.",Positive
Mobile quality is excellent.Battery backup is good .Best mobile phone in this price,Positive
The excellent....much lighter in weight as expected.,Neutral
Waste of moneyVery cheep quality product,Negative
Battery back cap very nice,Positive
Very bad not happy at all,Negative
Ite all good,Positive
Best mobile in its range and it's one plus Nord with oxygen updated soon recieve android 15 update go for it,Positive
Bad phone,Negative
Good proformance,Positive
Best quality in my order,Positive
Performance is not good,Negative
Camera update,Neutral
"Very disappointed with the performance, display, camera",Negative
Bill  not received phone looks nice thanks,Positive
"Very very bad performance,Using After one month,onePlus ce4 Mobile daily 8 times automatically switch off, switch on.Display also blinking",Negative
Super.....,Positive
battery backup worst qualityAfter using 3 day in screen line marksSo don't buy it and also don't buy from Flipkart because there policy is very wrong .Flipkart not support for any solution regarding my screen problem,Negative
Camera quality is not good but battery is giving very nice performance overall it deserves 4+ star,Positive
nice phone with range in one plus,Positive
Super and Dolby sound battery life is very good,Positive
"Its camera quality is very poor, it is better than the old phone which costs half of this.",Negative
Great.,Positive
Good phone with this price range,Positive
Good condition and best performance in this phoneGood battery life and,Positive
Everything is good.,Positive
Good mobile at this range,Positive
Best phone on this pric,Positive
Good mobile .,Positive
Not satisfy,Negative
Light weight and smooth operating,Neutral
Its good for home but low camera quality,Negative
"Good phone ,I really liked it but only one thing is not that it is not slim phone",Positive
Looking nice i am happy,Positive
Superb phone in this price range.,Positive
Very nice service thank,Positive
Phone is good enough  but the worst delivery experience,Negative
Avesome,Neutral
My phone is perfect,Positive
Battery charger is very bad its 80 watt charger charge the mobile in 1.5 hour,Negative
Good OnePlus,Positive
"In this price range everything of this mobile phone is good and battery back is also good, camra is good, charger of 80w which is fast charging",Positive
Great Performance,Positive
Not bad product as per price,Positive
Very nice mobile received,Positive
Someone is going to best feature one of the one plus mobile so thanks for very brought mobile purchase of one plus.Thank u for showing in flip-cart Apps,Positive
Great experience of dealing with Flipkart.... thank You for the service,Positive
Design and colour khub sundor lagche,Neutral
I Don't like,Negative
Very good experience,Positive
Battery backup not good and touch bad with Flipkart hub bad not timely delivery,Negative
Oneplus CE4 lite is nice in this range,Positive
On off switch not working after 4 da,Neutral
Camera quality is very Poor,Negative
Worst product West of money I will recommend don't purchase this,Negative
Good feature phone,Positive
"The worst phone ever. Not only the phone , but also that the flipkart is not attending the customer call in a good way. Flipkart is the worst app to get shopping",Negative
"The phone's features, such as its camera, battery life, and display all goodValue for Money",Neutral
"There is nothing else to complain about the phone - it's really good in every aspect including camera, display and performance. Additionally it takes a very short time to recharge its battery, It's awesome",Positive
Overall smart phone...,Positive
"After using it for many months I am here to write a review about my phone, OnePlus is the best mid range phone in this market, no one can touch this kind of performance and smoothness. Camera quality is good, not awesome but still good, Battery is little disappointing, Display is brilliant, and performance is also very good.. Overall it's a quite good phone... Well I saw some negative comments about this phone, trust me they are nothing more than just show off lovers, they don't know anything...READ MORE",Positive
I love this phone is camera is so so awesome and working very smooth and no heating batteries battery backup is very good battery charging very less time,Positive
"It's performance is impressive, battery life is also good and camera performance is better after software update.",Positive
Camera  Looks And Clarity So Super,Positive
One of the best phone under 28k,Positive
Initially I was a  little sceptical. But I loved it. Camera is good and no green line,Positive
"This phone is beautiful.It has thin basel,good design,good display,best performance,and better than average camera,battery lasting for more than 1 day.Overall this phone is good for all-rounder usage.",Positive
the OnePlus Nord 4 is an excellent mid-range phone offering flagship-like features at a very competitive price. Highly recommend it to anyone looking for a feature-packed device in this price range!,Positive
"I don't know why but battery department is decent...but I hear a lot abt this phone sot.Kinda disappointed Abt the battery.Also the camera is avg.Display, performance, design, haptic feedback is great.",Positive
Primary camera osm... battery  is average8 hours continuous only,Neutral
Best in the range still now I purchased in 6 months ago I am satisfied with the seal still don't think any phone under this range with this quality and stability which lacks in this price ran,Positive
Fantabulous smartphone camera is perfect speakers are top notch processor is amazing and charging speed is just wowwwww an abouslute steal in this price range,Positive
"All okay , price high",Positive
Fabulous!,Positive
"One Plus Nord 4 is a device that give you good performance, great design and a average camera, battery is better but most importantly it comes with a complete metal unibody design with glass arround camera. Go for it",Positive
Totally worth itReally good in performanceCamera is also decentBattery is also goodOverall good at this Price point,Positive
Everything was top notch at this price point ..one thing found slightly disappointing which was sound ..I had Nord 2 which had better sound output but still this is a good purchase as we mostly prefer earphones for songs or movies . Highly recommended,Positive
"I had a dream of buying a OnePlus phone, it is complete and the phone runs well, it runs at 90fps on Android",Positive
Good phone and Performance Like flashipkiller Good phone value for money,Positive
Camera quality Awesome,Positive
"Loved the mobile, Osm experience with flipkart.",Positive
Very nice phone with Best performanceFront camera ok ok ....,Positive
Good to use smooth to use good os update,Positive
It's an amazing phone with all things above my expectations camera low light conditions video recording all is best it's a light weight phone. My favourite parts is it's AI it's work amazing,Positive
"Bestest phone In this range, this phone is Allrounder and I like this so much, i personally suggest you to buy this phone because you feel batter with this phone.",Positive
"I have migrated from Realme Narzo 30 to OnePlus Nord 4. I have been using this phone for the last 4 to 5 days. Overall, the experience has been good so far. The operating experience is excellent compared to my previous phone, and the charging speed is incredibly fast. These are the features I like the most about this phone. The camera is okay.",Positive
Nice  and good look and fentastic performance.,Positive
"Camera may would have been better, particularly the front one otherwise, it is a great product.",Positive
I got a good mobile and thanks to flipkart,Positive
"Disign superb, camera not good, battery nice, performance good but IR bluster limited, You need to download extra remote third party app. Without internet AI not working.Ai eraser etc",Positive
Under 30000 best performance phone_,Positive
You can go for it except camera.,Neutral
I love the battery backup most..,Positive
Nice phone and camera quality is awesome,Positive
"A very solid Oneplus product. Love the design, metal uni body.7 plus Gen 3 is very capable of most games, runs all games smoothly at stable frame rates.The Oxygen OS is very stable and smooth, absolutely great battery life.Combined with LPDDR5X ram and USF 4.O storage, it's a very smooth phone.",Positive
Good quality but charging time heating mobile,Positive
Best smartphone in this price range. The performance is average .It has a good battery life and also the UI and user experience of the software is very good. The build quality of the phone is same as of a flagship phone . The camera is not very good,Positive
Best of oneplus go for it I updated all the updates at one go no issues just loves it really beast at 25k,Positive
Nice and superbNothing to say anything,Positive
Its very amazing in camera and gaming,Positive
"Good product you can go with it, got this at 26k. The charger is very fast and the performance is very strong, The UI is very smooth. In hand feel is also good. Overall very good. Don't expect too much from the camera, it's good in the price range, yet manage the skin and the final image looks good, camera has not problem. I liked it's performance, UI and in hand feel that matters the most",Positive
All Rounder Phone Under This budget,Neutral
PERFECT MOBILE UNDER 30KCAMERA AND MOBILE LOOK OSAMMOBILE PROSESOR GOOD WORKOVEROLL BETTER MOBILE IN THIS SEGMENT,Positive
"There are Some Better Options For the Camera Quality like Nothing, Moto but I Preferred this because of different design, to Experience Oxygen Os nd mainly Performance...nd Absolutely Software Experience is, Performance , Battery ( not too good but ok after April Update 7-8 hours of simple use) and yeh what it is..But still after may 2025 i will not recommend this because it was launched an year ago",Positive
"Beautiful  Awesome Display, Design, Performance.Metallic Grey Damn Beautiful",Positive
Amazing phone everyone should purchase it as from 2025 it has 3y android update and 5 year security update and it have amazing camara display design premium look,Positive
Thank you.. loved it,Positive
Awesome mobile phone for Gen-Z,Positive
Camera want to improve overall performance good,Positive
OnePlus is,Neutral
"Value for money,Good midranger between 25k-30kCamera- GoodAppearance- OkPerformance- Good",Positive
"Nice professional Phone, with overall uses.",Positive
"One of the best budget Mobile from one plus family. Serve the purpose. Nice camera, design, battery back up, supervooc 100 watt charge and yes last but not the least one plus bharosa.",Positive
Just asome,Neutral
"Go for it, every penny is worth.",Positive
All are good but night camera quality is poor.,Negative
"Really worth for money. Nice mobile.Good camera, Battery also well.Then Design, Performance is very nice.Loved it",Positive
Not so good ...average phone ...less features...camera is not good,Negative
I am using it from more than 1 months its doing well,Positive
Wonderful . awesomeCamra is outstanding,Positive
battery performance it's very low this is not 5500 mah battery,Negative
"I want to say phone is good , good battery backup, good camera, but the issue is about heat and at same price point now there is oneplus 12r I will recommend not to but this until you wants flat display. Heat issue is really big deal , if your work is more outdoor it will heat like microwave, even if you are not using phone you keep it in pocket and you are at outdoor it will heat . After few minutes gaming it really heat badly even it drop some fps and game become little laggy and as you kno...READ MORE",Positive
"Everything is great but the color on this screen is kinda washed out , it has a permanent yellowish hue to it , colors looks flat yet when watching some videos it's ok but some games are very bad and dull looking on this display, very bad cost cutting on the display",Negative
Camera can be improved like colo,Positive
Worst product hang problem,Negative
Fully satisfied with mobile performance worthy,Positive
value of money!,Positive
Worst not comparison with vivo t1 pro.only camera or battery is good and performance is worst it start hanging even after 15 days,Negative
Already activated product,Neutral
Very Hanging phone When I call anyone Call will be mute no audio will come very bad experience I am very Guilty . Please ONEPLUS Fixed this issue,Negative
I am just satisfied till now,Positive
Worst mobile don't buy battery  getting  discharged  fast,Negative
Display green line issue,Neutral
Amazing mobile i really enjoyed,Positive
"Camera is not very good, but not bad either, better than iphone 12 ( personal feel), if you know all the camera settings then it is very good. Performance is very good, 90 FPS is available in pubg on smooth settings. No lag problem. It is great for daily general work. Battery will last 1.5 days if you don't use it too much.The display is very very very good. But it gets scratched very quickly, I left it without any protection for a day. There is a small scratch on it. So it is better to wear ...READ MORE",Positive
Battery performance very poor and getting overheating,Negative
Good Phone under 25k Go for it,Positive
Everything is ok the phone is also very good but I cant get my invoice,Positive
"Product is too much good and I like performance, design battery backup and Al features but camera satisfaction",Positive
Battery discharge within a few hours,Neutral
OnePlus king of th king,Neutral
OnePlus plus is the be,Neutral
Just go for it.Amazing one.Beautiful camera with super fast processor,Positive
Switch from OnePlus to iPhone I am stunned with camera performance. Everything is perfect on  iPhone 15.,Positive
Awesome photography experience. Battery backup is good . Display is much better than 14 version.,Positive
Camera Quality Is Improved Loving It,Positive
"So beautiful, so elegant, just a vowww",Positive
Totally happy!Camera 5Battery 5Display 5Design 5,Neutral
